0,0,0,0,0,0,-0.31446,-0.31452,-0.31455,2
0,0,0,0,1,0,0.02794,0.02794,0.02793,2
0,0,0,0,2,0,-0.00027,-0.00028,-0.00028,2
0,0,0,2,1,0,0.00004,0.00004,0.00004,2
0,0,1,0,-1,-1,-0.00004,-0.00004,-0.00004,2
0,0,1,0,0,-1,-0.00493,-0.00493,-0.00492,2
0,0,1,0,0,1,0.00027,0.00026,0.00026,2
0,0,1,0,1,-1,0.00005,0.00005,0.00005,2
0,0,2,-2,-1,0,0.00002,0.00002,0.00002,2
0,0,2,-2,0,0,-0.00031,-0.00031,-0.00032,2
0,0,2,0,0,0,-0.03104,-0.03102,-0.031,2
0,0,2,0,0,-2,-0.00013,-0.00013,-0.00012,2
0,0,2,0,1,0,0.00077,0.00077,0.00077,2
0,0,2,0,2,0,0.00017,0.00017,0.00017,2
0,0,3,0,0,-1,-0.00182,-0.00181,-0.00181,2
0,0,3,0,1,-1,0.00003,0.00003,0.00003,2
0,0,4,0,0,-2,-0.00007,-0.00007,-0.00007,2
0,1,-3,1,-1,1,0.00002,0.00002,0.00002,2
0,1,-3,1,0,1,-0.00029,-0.00029,-0.00029,2
0,1,-2,-1,-2,0,0.00002,0.00002,0.00002,2
0,1,-2,-1,-1,0,0.00006,0.00007,0.00007,2
0,1,-2,1,-1,0,0.00048,0.00048,0.00048,2
0,1,-2,1,0,0,-0.00673,-0.00673,-0.00673,2
0,1,-2,1,1,0,0.00044,0.00044,0.00044,2
0,1,-1,-1,0,1,-0.00022,-0.00022,-0.00022,2
0,1,-1,0,0,0,0.0002,0.0002,0.0002,2
0,1,-1,1,0,-1,0.00005,0.00005,0.00005,2
0,1,0,1,-2,0,-0.00003,-0.00003,-0.00003,2
0,1,0,-1,-1,0,0.00231,0.00231,0.00231,2
0,1,0,-1,0,0,-0.03517,-0.03518,-0.03518,2
0,1,0,-1,1,0,0.00228,0.00228,0.00229,2
0,1,0,1,0,0,0.00188,0.00188,0.00188,2
0,1,0,1,1,0,0.00077,0.00077,0.00077,2
0,1,0,1,2,0,0.00021,0.00021,0.00021,2
0,1,1,-1,0,-1,0.00018,0.00018,0.00018,2
0,1,2,-1,0,0,0.00049,0.00049,0.00049,2
0,1,2,-1,1,0,0.00025,0.00025,0.00024,2
0,1,2,-1,2,0,0.00005,0.00004,0.00004,2
0,1,3,-1,0,-1,0.00002,0.00002,0.00002,2
0,2,-4,2,0,0,-0.00011,-0.00011,-0.00011,2
0,2,-3,0,0,1,-0.00039,-0.00039,-0.00038,2
0,2,-3,0,1,1,0.00002,0.00002,0.00002,2
0,2,-2,0,-1,0,-0.00042,-0.00042,-0.00042,2
0,2,-2,0,0,0,-0.00583,-0.00583,-0.00583,2
0,2,-2,0,1,0,0.00037,0.00037,0.00038,2
0,2,-2,2,0,0,0.00004,0.00004,0.00004,2
0,2,-1,-2,0,1,-0.00004,-0.00004,-0.00004,2
0,2,-1,-1,0,0,0.00003,0.00003,0.00003,2
0,2,-1,0,0,-1,0.00006,0.00006,0.00006,2
0,2,-1,0,0,1,-0.0002,-0.0002,-0.0002,2
0,2,-1,0,1,1,-0.00004,-0.00004,-0.00004,2
0,2,0,-2,-1,0,0.00015,0.00015,0.00015,2
0,2,0,-2,0,0,-0.00288,-0.00288,-0.00288,2
0,2,0,-2,1,0,0.00019,0.00019,0.00019,2
0,2,0,0,0,0,-0.06669,-0.06665,-0.06663,2
0,2,0,0,1,0,-0.02763,-0.02762,-0.02762,2
0,2,0,0,2,0,-0.00258,-0.00258,-0.00258,2
0,2,0,0,3,0,0.00005,0.00006,0.00006,2
0,2,1,-2,0,-1,0.00003,0.00003,0.00003,2
